147.185.132.85 - - [25/Jun/2026:00:07:47 +0000] "GET / HTTP/1.0" 401 92
138.84.53.48 - - [25/Jun/2026:12:21:04 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:12:25:25 +0000] "GET /manager/html HTTP/1.1" 401 139
138.84.53.48 - - [25/Jun/2026:12:27:23 +0000] "GET /manager/html HTTP/1.1" 401 140
87.121.84.167 - - [25/Jun/2026:12:30:10 +0000] "GET / HTTP/1.1" 401 278
87.121.84.167 - - [25/Jun/2026:12:30:11 +0000] "GET /manager/html HTTP/1.1" 401 278
87.121.84.167 - - [25/Jun/2026:12:30:11 +0000] "GET /opencode-tomcat-scan-detect HTTP/1.1" 401 278
87.121.84.167 - - [25/Jun/2026:12:30:11 +0000] "GET /docs/ HTTP/1.1" 401 278
138.84.53.48 - - [25/Jun/2026:12:31:43 +0000] "GET /manager/html HTTP/1.1" 401 141
138.84.53.48 - - [25/Jun/2026:12:33:42 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:12:38:02 +0000] "GET /manager/html HTTP/1.1" 401 140
138.84.53.48 - - [25/Jun/2026:12:40:00 +0000] "GET /manager/html HTTP/1.1" 401 139
123.245.85.38 - - [25/Jun/2026:12:41:49 +0000] "GET / HTTP/1.1" 401 103
182.242.168.251 - - [25/Jun/2026:12:42:51 +0000] "GET / HTTP/1.1" 401 103
20.65.194.25 - - [25/Jun/2026:12:43:52 +0000] "GET / HTTP/1.1" 401 132
20.65.194.25 - - [25/Jun/2026:12:43:52 +0000] "-" 400 435
138.84.53.48 - - [25/Jun/2026:12:44:22 +0000] "GET /manager/html HTTP/1.1" 401 142
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:48 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/heapdump HTTP/1.1" 401 144
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/env HTTP/1.1" 401 139
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/configprops HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/logfile HTTP/1.1" 401 146
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/threaddump HTTP/1.1" 401 146
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/dump HTTP/1.1" 401 140
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/trace HTTP/1.1" 401 141
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/httptrace HTTP/1.1" 401 145
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:49 +0000] "GET /actuator/auditevents HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /actuator/sessions HTTP/1.1" 401 145
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /heapdump HTTP/1.1" 401 136
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /configprops HTTP/1.1" 401 143
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /env HTTP/1.1" 401 134
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /dump HTTP/1.1" 401 134
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /trace HTTP/1.1" 401 135
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /logfile HTTP/1.1" 401 137
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /threaddump HTTP/1.1" 401 138
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /app/actuator/heapdump HTTP/1.1" 401 147
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /app/actuator/env HTTP/1.1" 401 143
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /app/actuator/configprops HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /app/actuator/logfile HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /app/heapdump HTTP/1.1" 401 140
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /v1/actuator/heapdump HTTP/1.1" 401 147
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /v1/actuator/env HTTP/1.1" 401 142
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /v1/actuator/configprops HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /v2/actuator/heapdump HTTP/1.1" 401 147
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /v2/actuator/env HTTP/1.1" 401 142
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /v2/actuator/configprops HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /backend/actuator/heapdump HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /backend/actuator/env HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /backend/actuator/configprops HTTP/1.1" 401 153
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /server/actuator/heapdump HTTP/1.1" 401 149
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /server/actuator/env HTTP/1.1" 401 147
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /internal/actuator/heapdump HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /internal/actuator/env HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /.aws/credentials HTTP/1.1" 401 145
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /.aws/config HTTP/1.1" 401 141
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /.gcloud/credentials.json HTTP/1.1" 401 151
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /.config/gcloud/credentials.db HTTP/1.1" 401 154
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /.azure/credentials HTTP/1.1" 401 144
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /credentials HTTP/1.1" 401 139
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /aws.json HTTP/1.1" 401 138
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /aws_credentials.json HTTP/1.1" 401 149
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /aws-credentials.json HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /service-account.json HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /serviceaccount.json HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /google-credentials.json HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /gcp-credentials.json HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /gcp.json HTTP/1.1" 401 138
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /firebase-credentials.json HTTP/1.1" 401 151
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /firebase-adminsdk.json HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /cloud.json HTTP/1.1" 401 139
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /.credentials HTTP/1.1" 401 141
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /config/.aws/credentials HTTP/1.1" 401 151
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:50 +0000] "GET /config/aws.json HTTP/1.1" 401 144
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /config/service-account.json HTTP/1.1" 401 153
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /backend/service-account.json HTTP/1.1" 401 154
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /backend/aws.json HTTP/1.1" 401 144
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /app/service-account.json HTTP/1.1" 401 151
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/aws.json HTTP/1.1" 404 141
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/credentials.json HTTP/1.1" 404 146
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /deploy/credentials.json HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /deploy/service-account.json HTTP/1.1" 401 154
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /private/credentials.json HTTP/1.1" 401 152
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /private/service-account.json HTTP/1.1" 401 153
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /secrets/aws.json HTTP/1.1" 401 145
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /secrets/gcp.json HTTP/1.1" 401 145
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /secrets/azure.json HTTP/1.1" 401 147
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /secrets/credentials.json HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /phpinfo.php HTTP/1.1" 401 139
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /info.php HTTP/1.1" 401 138
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /php.php HTTP/1.1" 401 135
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /test.php HTTP/1.1" 401 136
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /debug.php HTTP/1.1" 401 138
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /phptest.php HTTP/1.1" 401 139
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /_profiler HTTP/1.1" 401 138
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /_profiler/phpinfo HTTP/1.1" 401 147
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /_profiler/open HTTP/1.1" 401 144
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /profiler HTTP/1.1" 401 137
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /profiler/phpinfo HTTP/1.1" 401 142
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/actuator/heapdump HTTP/1.1" 500 157
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /admin/phpinfo.php HTTP/1.1" 401 145
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/actuator/logfile HTTP/1.1" 500 155
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/actuator/env HTTP/1.1" 500 151
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/actuator/configprops HTTP/1.1" 500 157
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/heapdump HTTP/1.1" 500 151
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/configprops HTTP/1.1" 500 151
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/env HTTP/1.1" 500 145
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /api/phpinfo.php HTTP/1.1" 404 142
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /docker-compose.yml HTTP/1.1" 401 148
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /docker-compose.yaml HTTP/1.1" 401 149
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /docker-compose.prod.yml HTTP/1.1" 401 150
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "GET /docker-compose.prod.yaml HTTP/1.1" 401 151
35.253.254.150 - - [25/Jun/2026:12:44:51 +0000] "-" 400 435
